dataset,seed,mono_rate,flagged_models,gc_optimal,v_grand,v_max,has_signal,coverage,rank_stability
fri_c0_500_25,2,0.425,"LR,SVM,KNN",False,0.9315726290516206,0.9513805522208885,True,-4.248956884561893,0.9999999999999999
fri_c0_500_25,3,0.275,"SVM,KNN",False,0.9223689475790315,0.9255702280912366,True,-3.6504026527711977,0.9999999999999999
fri_c0_500_25,4,0.3875,"SVM,KNN",False,0.8795518207282913,0.9071628651460585,True,-3.547179757511861,0.9999999999999999
fri_c4_500_10,0,0.425,"LR,SVM",False,0.9167676767676768,0.9575757575757575,True,-3.4997576345128434,0.9999999999999999
fri_c4_500_10,1,0.3125,"LR,KNN",False,0.9648484848484848,0.9713131313131312,True,-3.0569317687961752,0.9999999999999999
fri_c4_500_10,2,0.4875,"LR,SVM,KNN",False,0.9515151515151515,0.974949494949495,True,-2.878299776286353,0.9999999999999999
fri_c4_500_10,3,0.425,"LR,SVM,KNN",False,0.9595959595959596,0.9701010101010101,True,-2.5208791208791217,0.9999999999999999
fri_c4_500_10,4,0.475,"LR,SVM,KNN",False,0.9414141414141415,0.9761616161616161,True,-3.0347826086956515,0.9999999999999999
fri_c2_500_10,0,0.5125,"LR,SVM,KNN",False,0.9237046103631171,0.9824561403508771,True,-3.151661049590756,0.9999999999999999
fri_c2_500_10,1,0.5125,"LR,SVM,KNN",False,0.9302325581395349,0.9832721338229293,True,-3.7975343764817446,0.9999999999999999
fri_c2_500_10,2,0.475,"LR,SVM,KNN",False,0.9318645450836394,0.9665442676458588,True,-3.5630609352857827,0.9999999999999999
fri_c2_500_10,3,0.5125,"LR,SVM,KNN",False,0.9310485516115872,0.9889840881272949,True,-3.426881211547561,0.9999999999999999
fri_c2_500_10,4,0.5125,"LR,SVM,KNN",False,0.9020807833537331,0.9698082415340677,True,-2.8472856418061907,0.9999999999999999
fri_c4_500_25,0,0.4875,"LR,SVM,KNN",False,0.8604651162790697,0.9396164830681355,True,-2.8556876061120535,0.9999999999999999
fri_c4_500_25,1,0.375,"LR,SVM",False,0.9286005711954304,0.9649122807017543,True,-2.5159447881960975,0.9999999999999999
fri_c4_500_25,2,0.5,"LR,SVM,KNN",False,0.8910648714810281,0.9551203590371278,True,-2.4287949921752747,0.9999999999999999
fri_c4_500_25,3,0.4875,"LR,SVM,KNN",False,0.9261525907792737,0.9710322317421461,True,-2.7721397797989478,0.9999999999999999
fri_c4_500_25,4,0.475,"LR,SVM,KNN",False,0.835985312117503,0.9330885352917178,True,-2.890710382513662,0.9999999999999999
fri_c0_500_5,0,0.35,"LR,KNN",False,0.95,0.9556,True,-4.520444444444444,0.9999999999999999
fri_c0_500_5,1,0.2375,LR,False,0.9572,0.9611999999999999,True,-4.295713035870516,0.9999999999999999
fri_c0_500_5,2,0.3375,"LR,KNN",False,0.962,0.97,True,-4.560173160173161,0.9999999999999999
fri_c0_500_5,3,0.15,LR,False,0.9904000000000001,0.9924000000000001,True,-4.577079934747146,0.9999999999999999
