dataset,seed,lambda,auc_roc,neg_brier
German Credit,0,1.1,0.8410714285714286,-0.14170885456704613
German Credit,0,1.2,0.8402380952380952,-0.14203725074199267
German Credit,0,1.3,0.8378571428571429,-0.14251102510650238
German Credit,0,1.4,0.8342857142857143,-0.14338610818785438
German Credit,0,1.5,0.8279761904761905,-0.1449143484676491
German Credit,0,1.6,0.8230952380952381,-0.14713648909392305
German Credit,0,1.7,0.8188095238095239,-0.14984005617270454
German Credit,0,1.8,0.8127380952380953,-0.15271019550156864
German Credit,0,1.9,0.8052380952380953,-0.15548739049699054
German Credit,0,2.0,0.7982142857142857,-0.15802292183440142
German Credit,1,0.0,0.7902380952380952,-0.16103419094832858
German Credit,1,0.1,0.7898809523809524,-0.16104447447315232
German Credit,1,0.2,0.7891666666666667,-0.1610743859658882
German Credit,1,0.3,0.7876190476190477,-0.16114817080687824
German Credit,1,0.4,0.7861904761904762,-0.16132617836868454
German Credit,1,0.5,0.7855952380952381,-0.16177087548750052
German Credit,1,0.6,0.7842857142857143,-0.16293906692899193
German Credit,1,0.7,0.7796428571428571,-0.16595622648918285
German Credit,1,0.8,0.7732142857142856,-0.17185530454110926
German Credit,1,0.9,0.768452380952381,-0.17710339347764864
German Credit,1,1.0,0.7685714285714287,-0.1768445235694476
German Credit,1,1.1,0.770952380952381,-0.17299305872911042
German Credit,1,1.2,0.7727380952380952,-0.1692313412699761
German Credit,1,1.3,0.7728571428571428,-0.16677585314494997
German Credit,1,1.4,0.7736904761904762,-0.16536418547196266
German Credit,1,1.5,0.7739285714285714,-0.1645701179207149
German Credit,1,1.6,0.7733333333333333,-0.16411713607411238
German Credit,1,1.7,0.7741666666666666,-0.16385312676065658
German Credit,1,1.8,0.7753571428571429,-0.16369656342888966
German Credit,1,1.9,0.776547619047619,-0.1636030075701303
German Credit,1,2.0,0.7767857142857144,-0.16354749647437428
German Credit,2,0.0,0.785952380952381,-0.16624573350297162
German Credit,2,0.1,0.7860714285714285,-0.1662449815161572
German Credit,2,0.2,0.7861904761904763,-0.1662538949998593
German Credit,2,0.3,0.7857142857142857,-0.16628306649234845
German Credit,2,0.4,0.7851190476190476,-0.16635678863415707
German Credit,2,0.5,0.7846428571428572,-0.16653712672520343
German Credit,2,0.6,0.7839285714285714,-0.16700684379987416
German Credit,2,0.7,0.7786904761904763,-0.1683857878187262
German Credit,2,0.8,0.7680952380952379,-0.17255141972500723
German Credit,2,0.9,0.741904761904762,-0.18057472962755924
German Credit,2,1.0,0.7273809523809525,-0.18717279874862236
German Credit,2,1.1,0.7203571428571428,-0.1901394400323668
German Credit,2,1.2,0.7176190476190477,-0.19115045621303792
German Credit,2,1.3,0.7167857142857144,-0.1913681413184427
German Credit,2,1.4,0.7160714285714286,-0.19128003271323257
German Credit,2,1.5,0.7165476190476191,-0.19108079564504393
German Credit,2,1.6,0.7169047619047619,-0.19084963405084848
German Credit,2,1.7,0.7173809523809525,-0.19061901957913222
German Credit,2,1.8,0.7172619047619049,-0.19040175495215705
German Credit,2,1.9,0.7175,-0.19020213611896353
German Credit,2,2.0,0.7178571428571429,-0.19002076356218572
German Credit,3,0.0,0.794404761904762,-0.1642114593229986
German Credit,3,0.1,0.7945238095238096,-0.16422743429539227
German Credit,3,0.2,0.7942857142857143,-0.16424920056652134
German Credit,3,0.3,0.7941666666666668,-0.16427940292901114
German Credit,3,0.4,0.7938095238095239,-0.164322256683372
German Credit,3,0.5,0.7932142857142859,-0.16438474543676074
German Credit,3,0.6,0.7929761904761905,-0.16447897325730895
German Credit,3,0.7,0.7926190476190477,-0.1646270513312718
German Credit,3,0.8,0.7927380952380952,-0.16487188888476592
German Credit,3,0.9,0.7919047619047619,-0.1653024811081564
German Credit,3,1.0,0.7911904761904762,-0.16611530446407166
German Credit,3,1.1,0.7911904761904762,-0.16775242190720932
German Credit,3,1.2,0.7915476190476192,-0.17103763923079987
German Credit,3,1.3,0.7917857142857143,-0.17605240095452776
German Credit,3,1.4,0.7894047619047619,-0.17812001451390805
German Credit,3,1.5,0.7883333333333334,-0.1735248504999064
German Credit,3,1.6,0.7875000000000001,-0.17047034128535532
German Credit,3,1.7,0.7811904761904762,-0.17098197533519202
German Credit,3,1.8,0.7757142857142858,-0.17221505847110405
German Credit,3,1.9,0.7723809523809524,-0.17326030943949924
German Credit,3,2.0,0.7713095238095237,-0.1740420344035644
German Credit,4,0.0,0.8067857142857142,-0.15797565349053327
German Credit,4,0.1,0.8065476190476191,-0.15817878857865877
German Credit,4,0.2,0.8058333333333334,-0.15843823008263913
German Credit,4,0.3,0.8053571428571429,-0.15877462352991867
German Credit,4,0.4,0.8052380952380953,-0.1592175184044733
German Credit,4,0.5,0.8046428571428571,-0.15980894909158086
German Credit,4,0.6,0.8045238095238096,-0.1606067667453894
German Credit,4,0.7,0.8029761904761905,-0.16168290917490963
German Credit,4,0.8,0.8017857142857143,-0.16310054372295046
German Credit,4,0.9,0.8002380952380952,-0.16482752830901343
German Credit,4,1.0,0.8003571428571429,-0.1665133472071956
German Credit,4,1.1,0.8014285714285714,-0.1671487191760108
German Credit,4,1.2,0.8030952380952381,-0.1651955219864359
German Credit,4,1.3,0.805595238095238,-0.1609371392774928
German Credit,4,1.4,0.8058333333333334,-0.15861402218408524
German Credit,4,1.5,0.8051190476190476,-0.15947750084546938
German Credit,4,1.6,0.8013095238095239,-0.16115779496470836
German Credit,4,1.7,0.7986904761904763,-0.16253088213942785
German Credit,4,1.8,0.7958333333333335,-0.163499673020366
German Credit,4,1.9,0.7925000000000001,-0.16417429010566187
German Credit,4,2.0,0.7911904761904762,-0.16465453355875162
Adult Census,0,0.0,0.9203050154377214,-0.09149705818436629
Adult Census,0,0.1,0.9204166786100214,-0.09145230008968264
Adult Census,0,0.2,0.9205453214915116,-0.0914016888478353
Adult Census,0,0.3,0.9207057941329406,-0.0913450604575314
Adult Census,0,0.4,0.9208849156753106,-0.09128352382063377
Adult Census,0,0.5,0.9211096809783168,-0.09122156592840115
Adult Census,0,0.6,0.921365067316201,-0.09117198590119337
Adult Census,0,0.7,0.9216157914288499,-0.09116480907825435
Adult Census,0,0.8,0.9217482907188679,-0.09124224408750149
Adult Census,0,0.9,0.92139154415087,-0.09139971812585057
Adult Census,0,1.0,0.9169516667685449,-0.09382083661229862
Adult Census,0,1.1,0.9054069034777784,-0.10094526550874708
Adult Census,0,1.2,0.8990746231166482,-0.10446039831222921
Adult Census,0,1.3,0.8967058673471443,-0.10570660119765238
Adult Census,0,1.4,0.8957307715729507,-0.10621764690342615
Adult Census,0,1.5,0.895264836841111,-0.10646089793580618
Adult Census,0,1.6,0.8950202714704393,-0.10658996577665435
Adult Census,0,1.7,0.8948798866883569,-0.10666395398085955
Adult Census,0,1.8,0.8948009742093758,-0.10670879094400826
Adult Census,0,1.9,0.8947506106651683,-0.10673707098411717
Adult Census,0,2.0,0.8947175721801682,-0.10675541762163533
Adult Census,1,0.0,0.926525057043189,-0.08762725510484974
Adult Census,1,0.1,0.9266306190318482,-0.08756432308913278
Adult Census,1,0.2,0.926741015920751,-0.0874910990754586
Adult Census,1,0.3,0.9268807100027985,-0.08740565556633159
Adult Census,1,0.4,0.927043427419341,-0.08730636480927398
Adult Census,1,0.5,0.9272390106458748,-0.0871934108382613
Adult Census,1,0.6,0.9274699922491945,-0.08707317731379823
Adult Census,1,0.7,0.9277073628278365,-0.08696963876224426
Adult Census,1,0.8,0.9277932974238384,-0.08694683426464853
Adult Census,1,0.9,0.9272273263036186,-0.08721921141960645
Adult Census,1,1.0,0.9226797572741938,-0.09028801525280111
Adult Census,1,1.1,0.9115437157290471,-0.0974912885220888
Adult Census,1,1.2,0.9051327531222808,-0.10111446828914455
Adult Census,1,1.3,0.9025888473356074,-0.10247798329515362
Adult Census,1,1.4,0.9014955842971188,-0.10307323768070627
Adult Census,1,1.5,0.9009311672519774,-0.10337534699122691
Adult Census,1,1.6,0.9006143086109919,-0.10354676117281018
Adult Census,1,1.7,0.900420912601235,-0.10365229814384291
Adult Census,1,1.8,0.9002960685699367,-0.10372139335895797
Adult Census,1,1.9,0.9002079467571577,-0.10376883412463307
Adult Census,1,2.0,0.9001513093543002,-0.10380266113461603
Adult Census,2,0.0,0.9238849137183271,-0.0907251269168737
Adult Census,2,0.1,0.9239861588317684,-0.09066937994929938
Adult Census,2,0.2,0.9241177371884065,-0.09060457157274104
Adult Census,2,0.3,0.924274871446334,-0.0905288600895553
Adult Census,2,0.4,0.9244501941385124,-0.09044036522438617
Adult Census,2,0.5,0.924669088491222,-0.09033794988522978
Adult Census,2,0.6,0.9249107759450821,-0.09022352614371747
Adult Census,2,0.7,0.9251921786509454,-0.09010801207688296
Adult Census,2,0.8,0.9254130875454234,-0.09002490800124328
Adult Census,2,0.9,0.9251461895402919,-0.09014361026262106
Adult Census,2,1.0,0.9213443463151557,-0.09274338109795875
Adult Census,2,1.1,0.9097630334808784,-0.10012339092525693
Adult Census,2,1.2,0.9022330792593256,-0.10424890376074199
Adult Census,2,1.3,0.8993169437122065,-0.10575130776673702
Adult Census,2,1.4,0.8981242774270365,-0.10635372027195984
Adult Census,2,1.5,0.897583689533097,-0.10662946849658568
Adult Census,2,1.6,0.8973226049199254,-0.10676876950058947
Adult Census,2,1.7,0.8971918899383309,-0.10684400487164783
Adult Census,2,1.8,0.8971144739760919,-0.10688636373610372
Adult Census,2,1.9,0.8970785000159436,-0.10691068091366167
Adult Census,2,2.0,0.8970637650818669,-0.10692458134478246
Adult Census,3,0.0,0.919376599474216,-0.0934157242401934
Adult Census,3,0.1,0.9194839457712984,-0.09336411317084896
Adult Census,3,0.2,0.9196019979189208,-0.09330587658632312
Adult Census,3,0.3,0.9197371448924055,-0.09324039171685762
Adult Census,3,0.4,0.9199084385010474,-0.09316762577251975
Adult Census,3,0.5,0.9200964240271979,-0.09308913251202995
Adult Census,3,0.6,0.9203226282886099,-0.09301024905746742
Adult Census,3,0.7,0.9205304138824261,-0.09294440164327582
Adult Census,3,0.8,0.9206599201389597,-0.09291967920810099
Adult Census,3,0.9,0.9204658909875042,-0.09300625934924783
Adult Census,3,1.0,0.9186743877721228,-0.09385022186404869
Adult Census,3,1.1,0.9116622283433594,-0.09835119074850389
Adult Census,3,1.2,0.9023916524756589,-0.10384387567400709
Adult Census,3,1.3,0.8973449375543854,-0.10657973677723928
Adult Census,3,1.4,0.8950283871958489,-0.10778177784913916
Adult Census,3,1.5,0.8939276415736497,-0.10836617689717828
Adult Census,3,1.6,0.8933201708930025,-0.1086836169842297
Adult Census,3,1.7,0.8929667051501702,-0.10887208729366109
Adult Census,3,1.8,0.8927488468475128,-0.10899195022942858
Adult Census,3,1.9,0.8926126638239756,-0.10907238127448654
Adult Census,3,2.0,0.8925146995356998,-0.10912870284405529
Adult Census,4,0.0,0.9196655998804628,-0.09259669991255463
Adult Census,4,0.1,0.9197479083012818,-0.09255511534110533
Adult Census,4,0.2,0.9198528371482422,-0.09250693824585947
Adult Census,4,0.3,0.9199703137125023,-0.09245103573890444
Adult Census,4,0.4,0.920110525819576,-0.09238657185539614
Adult Census,4,0.5,0.9202833735032963,-0.09231406805721165
Adult Census,4,0.6,0.9204630706290285,-0.09223826924194864
Adult Census,4,0.7,0.9206804684649964,-0.09217420275459061
Adult Census,4,0.8,0.9208360486478453,-0.09214527665481138
Adult Census,4,0.9,0.9205982176025134,-0.0921568704548615
Adult Census,4,1.0,0.9159778372777485,-0.0949283758709488
Adult Census,4,1.1,0.9046832225162685,-0.10161642343653042
Adult Census,4,1.2,0.8993932660660569,-0.10433843948134448
Adult Census,4,1.3,0.8975651557488289,-0.10525115942492112
Adult Census,4,1.4,0.8968218473946621,-0.10562047529224536
Adult Census,4,1.5,0.8964758642355406,-0.10579568105570142
Adult Census,4,1.6,0.8962984118849215,-0.10588860647116542
Adult Census,4,1.7,0.896192216754564,-0.10594190911615106
Adult Census,4,1.8,0.8961366154017589,-0.10597424501779154
Adult Census,4,1.9,0.8961031164500688,-0.10599466725728425
Adult Census,4,2.0,0.8960845251074642,-0.10600793666732221
Australian Credit,0,0.0,0.9333617202469662,-0.10078288914262758
Australian Credit,0,0.1,0.9340004258037045,-0.10113309639885285
Australian Credit,0,0.2,0.9342133276559504,-0.1014850784705628
Australian Credit,0,0.3,0.935064935064935,-0.10182214695079077
Australian Credit,0,0.4,0.9357036406216733,-0.10212124426428533
Australian Credit,0,0.5,0.9359165424739195,-0.10235317926374626
Australian Credit,0,0.6,0.9369810517351501,-0.10248454117530982
Australian Credit,0,0.7,0.9365552480306578,-0.10248179796913617
Australian Credit,0,0.8,0.9369810517351501,-0.10231747749559485
Australian Credit,0,0.9,0.9378326591441345,-0.10197733453172371
Australian Credit,0,1.0,0.9378326591441346,-0.10146637070682392
Australian Credit,0,1.1,0.9388971684053651,-0.10081111613539277
Australian Credit,0,1.2,0.9393229721098573,-0.10005634825523485
Australian Credit,0,1.3,0.9393229721098573,-0.09925656332259275
Australian Credit,0,1.4,0.9399616776665957,-0.09846507519052383
Australian Credit,0,1.5,0.9397487758143496,-0.0977248004471579
Australian Credit,0,1.6,0.9397487758143496,-0.0970635875562572
Australian Credit,0,1.7,0.9403874813710879,-0.09649436246198753
Australian Credit,0,1.8,0.9406003832233341,-0.09601836874650678
Australian Credit,0,1.9,0.9410261869278262,-0.09562935537790612
Australian Credit,0,2.0,0.9406003832233341,-0.09531725144275674
Australian Credit,1,0.0,0.9174448217317487,-0.1079711040274833
Australian Credit,1,0.1,0.9178692699490661,-0.10795344775426008
Australian Credit,1,0.2,0.9178692699490663,-0.1079394447537607
Australian Credit,1,0.3,0.9182937181663837,-0.10793298786765226
Australian Credit,1,0.4,0.9187181663837012,-0.10794111557366252
Australian Credit,1,0.5,0.9199915110356537,-0.10797658878131322
Australian Credit,1,0.6,0.9204159592529711,-0.10806208922674618
Australian Credit,1,0.7,0.9202037351443124,-0.10823387883302624
Australian Credit,1,0.8,0.9204159592529711,-0.10852424344541463
Australian Credit,1,0.9,0.9210526315789473,-0.10881311307038216
Australian Credit,1,1.0,0.922113752122241,-0.10828687867293832
Australian Credit,1,1.1,0.9221137521222411,-0.10630299901551288
Australian Credit,1,1.2,0.9212648556876062,-0.10583277517900214
Australian Credit,1,1.3,0.9212648556876061,-0.10606446846240679
Australian Credit,1,1.4,0.9212648556876062,-0.10624792939421673
Australian Credit,1,1.5,0.9208404074702885,-0.10636772902157259
Australian Credit,1,1.6,0.920415959252971,-0.10644883014350685
Australian Credit,1,1.7,0.9195670628183362,-0.10650648023339708
Australian Credit,1,1.8,0.9195670628183362,-0.10654922052451328
Australian Credit,1,1.9,0.9195670628183361,-0.10658201483743704
Australian Credit,1,2.0,0.9195670628183361,-0.10660789289580427
Australian Credit,2,0.0,0.9301681924632743,-0.09636475393776482
Australian Credit,2,0.1,0.9301681924632743,-0.09641078747367787
Australian Credit,2,0.2,0.9303810943155204,-0.09644383626610167
Australian Credit,2,0.3,0.9305939961677666,-0.09644629652892894
Australian Credit,2,0.4,0.9305939961677667,-0.09638164151661215
Australian Credit,2,0.5,0.9310197998722588,-0.09617243662459726
Australian Credit,2,0.6,0.9316585054289973,-0.09565322145135456
Australian Credit,2,0.7,0.9316585054289972,-0.09449105837419869
Australian Credit,2,0.8,0.9337875239514583,-0.09221655052278681
Australian Credit,2,0.9,0.9382584628486269,-0.08915223546648483
Australian Credit,2,1.0,0.9388971684053651,-0.08770289952435945
Australian Credit,2,1.1,0.9393229721098574,-0.08836568689704541
Australian Credit,2,1.2,0.9380455609963806,-0.08922481864047982
Australian Credit,2,1.3,0.9371939535873962,-0.08979247969296321
Australian Credit,2,1.4,0.9371939535873962,-0.09020446813480074
Australian Credit,2,1.5,0.9380455609963807,-0.09054919240103453
Australian Credit,2,1.6,0.9376197572918884,-0.09085327106711232
Australian Credit,2,1.7,0.9367681498829039,-0.09112331618140092
Australian Credit,2,1.8,0.9367681498829039,-0.0913621947689577
Australian Credit,2,1.9,0.9367681498829041,-0.09157279526514607
Australian Credit,2,2.0,0.9371939535873962,-0.09175832040903543
Australian Credit,3,0.0,0.9171811794762614,-0.10820119456607398
Australian Credit,3,0.1,0.9169682776240153,-0.10816574861813359
Australian Credit,3,0.2,0.9169682776240153,-0.10812254078704167
Australian Credit,3,0.3,0.9167553757717692,-0.10806889943724869
Australian Credit,3,0.4,0.916542473919523,-0.10800085356084817
Australian Credit,3,0.5,0.9167553757717692,-0.10791229132303545
Australian Credit,3,0.6,0.9161166702150308,-0.10779342516469649
Australian Credit,3,0.7,0.916542473919523,-0.10762787630231405
Australian Credit,3,0.8,0.9171811794762615,-0.10738697997228235
Australian Credit,3,0.9,0.9176069831807537,-0.10701897306132141
Australian Credit,3,1.0,0.9178198850329998,-0.10643436358242633
Australian Credit,3,1.1,0.9195230998509687,-0.10554479077893734
Australian Credit,3,1.2,0.9216521183734299,-0.10476887515225881
Australian Credit,3,1.3,0.9227166276346604,-0.10559688966236538
Australian Credit,3,1.4,0.9239940387481371,-0.10664350348957533
Australian Credit,3,1.5,0.9246327443048755,-0.10740115586194161
Australian Credit,3,1.6,0.9235682350436448,-0.10845373880032456
Australian Credit,3,1.7,0.9239940387481371,-0.10947271309827716
Australian Credit,3,1.8,0.9244198424526293,-0.11029007567061512
Australian Credit,3,1.9,0.9233553331913987,-0.11091549967679382
Australian Credit,3,2.0,0.9229295294869065,-0.1113948429302664
Australian Credit,4,0.0,0.9476261443474557,-0.078359514443342
Australian Credit,4,0.1,0.9478390461997019,-0.07837953879836738
Australian Credit,4,0.2,0.9474132424952098,-0.07839533961518468
Australian Credit,4,0.3,0.9474132424952098,-0.07840849226937781
Australian Credit,4,0.4,0.9476261443474558,-0.07843592896132207
Australian Credit,4,0.5,0.9463487332339791,-0.0785530806781961
Australian Credit,4,0.6,0.9446455184160103,-0.07901137592724912
Australian Credit,4,0.7,0.9427294017457952,-0.08035088046195742
Australian Credit,4,0.8,0.9399616776665958,-0.08286321377816266
Australian Credit,4,0.9,0.9378326591441346,-0.08562878436853216
Australian Credit,4,1.0,0.9357036406216733,-0.08757004618896008
Australian Credit,4,1.1,0.935064935064935,-0.08859128251297317
Australian Credit,4,1.2,0.9346391313604429,-0.08902146942755204
Australian Credit,4,1.3,0.9342133276559506,-0.08913557639289887
Australian Credit,4,1.4,0.935064935064935,-0.0890931979682284
Australian Credit,4,1.5,0.9354907387694273,-0.08897849070309816
Australian Credit,4,1.6,0.9352778369171811,-0.08883456207214394
Australian Credit,4,1.7,0.9352778369171811,-0.08868312513586885
Australian Credit,4,1.8,0.9357036406216734,-0.08853481945243781
Australian Credit,4,1.9,0.9354907387694272,-0.0883945479973345
Australian Credit,4,2.0,0.9361294443261656,-0.0882642480385496
Sonar,0,0.0,0.9153318077803203,-0.1273938694778808
Sonar,0,0.1,0.9153318077803203,-0.12716898816246147
Sonar,0,0.2,0.9153318077803203,-0.12691614330138265
Sonar,0,0.3,0.9153318077803203,-0.1266346721336094
Sonar,0,0.4,0.9153318077803203,-0.12632944205193444
Sonar,0,0.5,0.9153318077803203,-0.12601974912198421
Sonar,0,0.6,0.9130434782608695,-0.12576176402505607
Sonar,0,0.7,0.9130434782608695,-0.12570628764273672
Sonar,0,0.8,0.9107551487414187,-0.1262432178902334
Sonar,0,0.9,0.9107551487414187,-0.12826855810210713
Sonar,0,1.0,0.9038901601830663,-0.13291052765594696
Sonar,0,1.1,0.8901601830663616,-0.1388749928813842
Sonar,0,1.2,0.8764302059496568,-0.14282715252462536
Sonar,0,1.3,0.8695652173913044,-0.14443994724570947
Sonar,0,1.4,0.8695652173913044,-0.14489430645404888
Sonar,0,1.5,0.8672768878718535,-0.14493168178684382
Sonar,0,1.6,0.8695652173913044,-0.14485251305686062
Sonar,0,1.7,0.8695652173913044,-0.14475978078410573
Sonar,0,1.8,0.8718535469107551,-0.14468320949014876
Sonar,0,1.9,0.874141876430206,-0.14462773808686652
Sonar,0,2.0,0.874141876430206,-0.1445908860210932
Sonar,1,0.0,0.875,-0.14789160274553378
Sonar,1,0.1,0.875,-0.14791544141250818
Sonar,1,0.2,0.875,-0.1479470682438773
Sonar,1,0.3,0.875,-0.14798893936946586
Sonar,1,0.4,0.875,-0.14804439262156646
Sonar,1,0.5,0.875,-0.1481179946692392
Sonar,1,0.6,0.875,-0.14821601689903266
Sonar,1,0.7,0.8727272727272727,-0.14834705395802428
Sonar,1,0.8,0.8727272727272727,-0.14852272815762632
Sonar,1,0.9,0.8772727272727272,-0.1487582003651859
Sonar,1,1.0,0.875,-0.1490716199828292
Sonar,1,1.1,0.8795454545454545,-0.14948036492890746
Sonar,1,1.2,0.8795454545454545,-0.14999012840641046
Sonar,1,1.3,0.8818181818181818,-0.15057440395925759
Sonar,1,1.4,0.8795454545454546,-0.15116009206514827
Sonar,1,1.5,0.8772727272727272,-0.1516778879711199
Sonar,1,1.6,0.8704545454545455,-0.15223250175997638
Sonar,1,1.7,0.8659090909090909,-0.15328559114908616
Sonar,1,1.8,0.8681818181818182,-0.15546866925952277
Sonar,1,1.9,0.8636363636363635,-0.15883828644197034
Sonar,1,2.0,0.8613636363636363,-0.1626983002829038
Sonar,2,0.0,0.9267734553775744,-0.11847111085472664
Sonar,2,0.1,0.9267734553775744,-0.11848100194774348
Sonar,2,0.2,0.9267734553775744,-0.11849202028433496
Sonar,2,0.3,0.9267734553775744,-0.11850355836762522
Sonar,2,0.4,0.9267734553775744,-0.11851344592012196
Sonar,2,0.5,0.9267734553775744,-0.11851484179801863
Sonar,2,0.6,0.9267734553775744,-0.11848659838542519
Sonar,2,0.7,0.9267734553775744,-0.1183707034409348
Sonar,2,0.8,0.9336384439359268,-0.11825972640730344
Sonar,2,0.9,0.9244851258581236,-0.12150424420816745
Sonar,2,1.0,0.9130434782608696,-0.12561932584316948
Sonar,2,1.1,0.9153318077803203,-0.12479065559803722
Sonar,2,1.2,0.9153318077803203,-0.1234379287468261
Sonar,2,1.3,0.919908466819222,-0.12244222177690721
Sonar,2,1.4,0.919908466819222,-0.12174810166433164
Sonar,2,1.5,0.919908466819222,-0.12125192882290727
Sonar,2,1.6,0.919908466819222,-0.1208845617367845
Sonar,2,1.7,0.919908466819222,-0.1206035755599345
Sonar,2,1.8,0.919908466819222,-0.12038260194968749
Sonar,2,1.9,0.919908466819222,-0.12020471657053014
Sonar,2,2.0,0.919908466819222,-0.12005867687465815
Sonar,3,0.0,0.9153318077803203,-0.14695708503154506
Sonar,3,0.1,0.9153318077803203,-0.14681684743561282
Sonar,3,0.2,0.9153318077803203,-0.14664530136229365
Sonar,3,0.3,0.9153318077803203,-0.1464311361251594
Sonar,3,0.4,0.9153318077803204,-0.14615720377613653
Sonar,3,0.5,0.9153318077803204,-0.14579659791671476
Sonar,3,0.6,0.919908466819222,-0.14530578997196833
Sonar,3,0.7,0.919908466819222,-0.14461392221339825
Sonar,3,0.8,0.9221967963386728,-0.1436177212307159
Sonar,3,0.9,0.9244851258581236,-0.14228053770584476
Sonar,3,1.0,0.9267734553775744,-0.14140513243995298
Sonar,3,1.1,0.9267734553775744,-0.14316421640445007
Sonar,3,1.2,0.9153318077803203,-0.14402851251199755
Sonar,3,1.3,0.9016018306636157,-0.14511792851394686
Sonar,3,1.4,0.8947368421052632,-0.14769472005278053
Sonar,3,1.5,0.8947368421052632,-0.14974631156247503
Sonar,3,1.6,0.8924485125858124,-0.1511111985371738
Sonar,3,1.7,0.8878718535469108,-0.15202716127062374
Sonar,3,1.8,0.8901601830663616,-0.15266782384929417
Sonar,3,1.9,0.8901601830663616,-0.153135045553469
Sonar,3,2.0,0.8901601830663616,-0.1534882909184728
Sonar,4,0.0,0.9221967963386728,-0.13960199160447845
Sonar,4,0.1,0.919908466819222,-0.1398651424028571
Sonar,4,0.2,0.919908466819222,-0.1401899601789158
Sonar,4,0.3,0.9176201372997712,-0.14059918616480682
Sonar,4,0.4,0.9130434782608696,-0.14112694360288097
Sonar,4,0.5,0.9130434782608696,-0.14182530995101866
Sonar,4,0.6,0.9107551487414187,-0.1427732781421459
Sonar,4,0.7,0.9107551487414187,-0.14408111028452256
Sonar,4,0.8,0.9038901601830663,-0.14584679182162172
Sonar,4,0.9,0.9016018306636155,-0.14788720860111143
Sonar,4,1.0,0.9038901601830663,-0.14902851995436248
Sonar,4,1.1,0.9016018306636155,-0.14868265933138997
Sonar,4,1.2,0.8832951945080092,-0.1515177253206486
Sonar,4,1.3,0.8695652173913043,-0.1554364408497722
Sonar,4,1.4,0.8672768878718535,-0.15742450714045714
Sonar,4,1.5,0.8649885583524027,-0.1581365279747339
Sonar,4,1.6,0.8649885583524027,-0.1582840133655443
Sonar,4,1.7,0.8627002288329519,-0.15820048489877062
Sonar,4,1.8,0.8627002288329519,-0.15802833649291342
Sonar,4,1.9,0.8627002288329519,-0.15782858357563942
Sonar,4,2.0,0.8627002288329519,-0.15762750557228977
SPECT Heart,0,0.0,0.7854122621564482,-0.12678003788320355
SPECT Heart,0,0.1,0.7854122621564482,-0.12718119412197681
SPECT Heart,0,0.2,0.7854122621564482,-0.12766932010980142
SPECT Heart,0,0.3,0.7832980972515856,-0.1282573707195476
SPECT Heart,0,0.4,0.7832980972515856,-0.1289393232828192
SPECT Heart,0,0.5,0.7748414376321353,-0.12964825414094877
SPECT Heart,0,0.6,0.7769556025369979,-0.13016539698825763
SPECT Heart,0,0.7,0.7811839323467231,-0.13001286919216973
SPECT Heart,0,0.8,0.7854122621564483,-0.12884969761410495
SPECT Heart,0,0.9,0.7938689217758985,-0.12816868051003016
SPECT Heart,0,1.0,0.7980972515856237,-0.1291834942579846
SPECT Heart,0,1.1,0.8065539112050739,-0.13038892809112412
SPECT Heart,0,1.2,0.8065539112050739,-0.1311048556811873
SPECT Heart,0,1.3,0.8107822410147991,-0.13144995194348302
SPECT Heart,0,1.4,0.8128964059196617,-0.13159257399967897
SPECT Heart,0,1.5,0.8128964059196617,-0.1316318155290126
SPECT Heart,0,1.6,0.8128964059196617,-0.13161917448564775
SPECT Heart,0,1.7,0.8128964059196617,-0.13158109784707092
SPECT Heart,0,1.8,0.8128964059196617,-0.13153134092921126
SPECT Heart,0,1.9,0.8128964059196617,-0.13147715189064038
SPECT Heart,0,2.0,0.8128964059196617,-0.13142236355371334
SPECT Heart,1,0.0,0.8847780126849893,-0.11751842379902888
SPECT Heart,1,0.1,0.8847780126849893,-0.11753847593512207
SPECT Heart,1,0.2,0.8847780126849893,-0.11756170276815611
SPECT Heart,1,0.3,0.8847780126849893,-0.11758887063327333
SPECT Heart,1,0.4,0.8847780126849893,-0.1176209998143798
SPECT Heart,1,0.5,0.8847780126849893,-0.1176594738499691
SPECT Heart,1,0.6,0.8847780126849893,-0.11770620800877618
SPECT Heart,1,0.7,0.8847780126849893,-0.11776391656621248
SPECT Heart,1,0.8,0.8847780126849893,-0.11783655143556618
SPECT Heart,1,0.9,0.8847780126849893,-0.11793005271483355
SPECT Heart,1,1.0,0.8847780126849893,-0.11805370657419469
SPECT Heart,1,1.1,0.8847780126849893,-0.11822281412787806
SPECT Heart,1,1.2,0.8826638477801267,-0.11846469348368265
SPECT Heart,1,1.3,0.8826638477801267,-0.11883536893470042
SPECT Heart,1,1.4,0.8805496828752641,-0.11947890837168508
SPECT Heart,1,1.5,0.8805496828752644,-0.12084364531568127
SPECT Heart,1,1.6,0.8678646934460887,-0.12385695678368551
SPECT Heart,1,1.7,0.8657505285412262,-0.12780107658788437
SPECT Heart,1,1.8,0.8572938689217758,-0.13031592430981245
SPECT Heart,1,1.9,0.8551797040169133,-0.13154379060847954
SPECT Heart,1,2.0,0.8551797040169133,-0.1322409758650425
SPECT Heart,2,0.0,0.8985200845665962,-0.10154788762118615
SPECT Heart,2,0.1,0.8942917547568711,-0.10124822677373614
